Soil_Type,Soil_pH,Soil_Moisture,Temperature,Humidity,Rainfall,Crop_Yield
Clay,5.87,21.3,35.9,62.4,134.4,3.32
Clay,6.2,10.1,27.0,70.4,191.5,2.3
Loamy,6.86,16.1,28.8,74.9,82.7,3.83
Loamy,6.03,16.2,28.1,61.2,135.0,4.32
Sandy,6.35,23.4,25.5,59.3,110.8,3.99
Loamy,6.27,11.0,27.4,65.2,142.1,4.3
Clay,7.03,18.0,34.9,67.1,212.6,4.08
Clay,7.27,12.0,34.3,67.6,102.3,3.4
Clay,6.9,19.9,26.8,61.8,92.3,3.2
Clay,6.18,21.9,29.0,58.3,88.2,2.75
Sandy,6.37,19.6,28.4,70.5,97.3,2.59
Sandy,5.79,21.9,26.6,74.0,88.7,3.25
Loamy,5.84,19.1,31.8,71.6,175.9,3.8
Loamy,5.83,12.8,31.1,67.1,96.4,2.72
Loamy,5.76,15.7,29.7,59.0,107.6,4.28
Sandy,5.86,24.4,34.4,65.6,170.4,2.62
Clay,5.91,14.3,31.8,52.5,142.5,4.61
Loamy,5.72,10.9,27.9,63.3,87.7,3.7
Clay,6.78,15.8,29.1,69.5,215.9,2.23
Loamy,7.48,15.5,26.7,56.3,164.0,3.61
Loamy,7.26,17.1,31.5,62.5,165.9,4.12
Loamy,5.59,18.4,31.5,51.8,199.4,4.4
Loamy,6.35,24.9,34.6,71.0,207.3,4.12
Loamy,7.22,21.3,34.4,58.8,88.0,4.19
Clay,5.77,10.5,34.2,64.6,89.6,2.81
Loamy,7.2,20.7,31.0,59.5,188.7,3.18
Clay,6.69,22.4,32.2,64.9,177.4,2.76
Sandy,7.36,23.4,33.5,68.6,110.4,3.48
Loamy,7.25,16.4,26.0,58.2,125.0,2.89
Clay,6.85,14.7,28.3,63.0,165.5,2.99
Sandy,6.82,22.6,26.9,69.9,190.5,3.27
Sandy,5.93,21.7,30.6,67.2,164.4,2.92
Sandy,5.73,18.0,34.2,51.4,190.9,4.05
Clay,6.33,11.8,27.5,64.2,112.0,3.11
Loamy,5.87,19.8,33.0,59.4,126.4,3.1
Loamy,5.7,11.0,29.5,67.7,94.2,3.02
Clay,6.1,11.5,34.9,50.4,217.9,2.83
Loamy,7.22,15.0,31.9,58.3,193.3,4.14
Clay,5.53,15.6,35.7,52.2,180.2,4.14
Loamy,6.09,16.9,27.7,73.0,107.3,3.26
Sandy,6.35,15.1,35.2,71.9,177.8,3.62
Loamy,6.52,10.5,28.9,74.2,200.7,4.43
Clay,5.86,12.4,31.8,66.1,193.4,2.86
Clay,7.43,11.7,26.9,70.2,185.7,2.57
Sandy,6.66,16.5,33.4,65.3,134.2,3.29
Clay,6.54,13.2,35.8,62.3,187.4,3.76
Loamy,5.52,14.4,33.7,70.8,147.8,3.95
Loamy,6.47,17.1,31.8,69.4,136.6,4.19
Sandy,7.18,13.5,29.9,68.3,215.1,3.21
Clay,5.94,13.7,28.8,72.3,100.5,3.3
Sandy,6.2,22.5,29.6,73.2,201.1,3.83
Loamy,5.54,18.2,28.6,61.1,125.1,3.3
Sandy,7.45,22.9,34.2,57.1,152.3,3.36
Clay,5.63,17.7,34.8,62.8,130.8,2.37
Sandy,7.3,23.6,35.4,52.3,150.4,3.91
Clay,6.13,13.8,29.6,73.5,194.6,2.97
Clay,6.68,19.3,31.0,74.6,105.6,2.63
Loamy,6.86,17.5,31.3,66.3,185.7,3.64
Loamy,5.78,23.8,32.2,68.7,142.4,2.87
Loamy,6.39,16.3,25.0,58.1,210.9,3.22
Clay,6.15,22.8,34.3,71.7,156.6,2.89
Sandy,5.61,18.5,27.9,72.5,85.8,3.07
Clay,7.17,20.6,30.2,51.9,207.4,3.32
Loamy,5.59,23.3,34.3,53.3,209.4,3.54
Loamy,6.81,25.0,36.0,56.5,105.2,4.3
Sandy,6.13,21.0,33.7,67.6,216.2,3.22
Loamy,5.88,14.7,25.3,54.6,142.4,2.57
Loamy,6.83,14.5,29.1,55.5,208.0,4.24
Loamy,6.65,14.6,27.7,59.5,131.0,4.09
Sandy,6.13,11.5,35.6,65.3,83.2,2.43
Clay,6.53,10.8,27.9,74.4,191.3,4.81
Loamy,5.99,18.7,35.4,69.6,204.0,3.8
Sandy,7.23,22.2,35.3,64.0,102.8,4.39
Loamy,6.13,10.5,34.2,51.2,157.6,3.07
Sandy,5.99,18.5,26.1,62.9,196.4,3.84
Loamy,7.0,15.6,25.0,55.1,144.6,3.9
Sandy,5.54,23.4,33.7,57.5,190.4,3.96
Loamy,6.04,12.2,34.3,56.3,169.3,2.35
Clay,6.25,18.5,35.6,58.7,180.9,4.69
Loamy,7.26,24.6,27.4,51.6,208.6,3.65
Sandy,7.4,15.2,33.1,64.4,138.4,4.33
Loamy,6.93,21.1,30.7,51.1,187.9,2.79
Clay,6.49,23.2,28.6,66.5,179.8,2.76
Loamy,6.78,12.8,31.7,68.3,141.5,2.75
Sandy,6.33,24.9,31.0,62.2,133.4,3.61
Sandy,6.1,22.1,28.2,69.5,203.4,2.89
Clay,7.4,12.1,28.0,74.2,108.7,4.38
Sandy,5.73,14.7,30.4,58.5,124.6,3.01
Loamy,6.19,19.4,30.2,65.5,216.4,2.84
Loamy,7.3,23.3,28.3,58.1,118.8,3.62
Loamy,6.95,12.9,27.9,61.1,202.1,2.83
Sandy,5.56,21.0,35.5,50.5,132.0,2.67
Loamy,5.55,14.1,34.5,51.9,157.2,3.29
Loamy,6.53,22.1,34.0,69.9,135.8,2.93
Loamy,6.47,20.3,27.4,53.5,111.0,2.92
Clay,6.39,17.8,27.1,67.5,176.8,3.09
Sandy,6.1,19.7,33.9,67.7,215.3,4.07
Sandy,7.47,23.1,27.0,74.9,205.0,4.21
Sandy,6.04,15.8,30.5,67.4,217.9,3.93
Clay,6.48,21.5,27.4,53.2,176.8,3.21
Sandy,6.31,12.4,29.2,65.7,84.8,3.85
Clay,5.84,20.5,34.4,63.1,157.6,3.3
Clay,5.91,21.3,34.8,72.9,167.2,2.73
Sandy,7.34,16.6,36.0,67.3,96.8,2.68
Loamy,7.22,21.9,35.4,63.0,196.0,3.32
Loamy,5.9,18.4,32.4,65.6,182.2,3.13
Sandy,7.25,24.0,29.7,61.1,142.8,3.96
Sandy,5.92,11.7,25.6,62.7,120.9,4.45
Clay,6.75,12.0,31.7,68.1,111.1,4.56
Sandy,5.66,22.6,27.3,52.0,215.0,3.83
Clay,7.26,22.6,34.4,65.4,192.3,3.7
Sandy,5.6,17.1,31.0,52.2,177.1,3.49
Loamy,6.61,24.5,33.1,71.4,212.8,4.41
Loamy,7.06,20.2,32.4,73.6,108.5,4.5
Sandy,5.73,24.7,28.8,69.5,200.1,2.45
Clay,6.31,18.0,33.3,68.0,161.7,3.61
Loamy,5.58,13.0,34.3,73.6,210.6,3.21
Clay,6.87,16.7,33.2,55.5,172.5,3.77
Sandy,6.11,24.7,33.5,55.7,183.8,2.67
Sandy,6.62,15.6,29.0,62.0,111.1,4.29
Loamy,7.37,24.4,35.4,50.2,128.3,3.56
Sandy,6.11,22.0,29.7,74.1,122.3,2.72
Loamy,5.6,16.6,34.9,50.8,177.2,3.13
Clay,6.85,18.1,34.4,64.9,137.6,4.31
Loamy,7.07,19.1,26.4,58.8,200.4,2.53
Loamy,7.42,20.0,35.6,52.6,109.8,4.22
Clay,5.82,11.2,36.0,50.6,191.4,4.12
Loamy,6.28,24.0,31.7,56.6,193.9,2.91
Loamy,7.19,19.0,33.6,52.7,167.9,3.66
Sandy,7.11,24.0,35.3,73.5,100.8,4.6
Clay,6.75,19.5,25.2,56.1,125.7,3.89
Loamy,6.04,16.5,35.2,52.4,135.7,2.95
Clay,6.07,18.5,31.9,69.2,145.2,2.31
Clay,5.75,22.4,34.1,60.4,183.1,3.26
Loamy,7.34,14.9,30.9,71.1,127.4,2.61
Sandy,5.85,24.3,30.8,71.0,82.6,3.62
Clay,6.65,17.0,34.9,74.8,201.3,2.32
Loamy,6.67,24.3,30.6,70.1,140.5,4.1
Clay,6.24,23.2,30.2,55.4,119.6,4.18
Sandy,6.21,21.5,31.7,64.7,194.7,3.85
Sandy,6.84,17.0,30.7,63.2,203.0,3.77
Sandy,6.28,18.8,29.9,62.7,182.3,4.09
Loamy,6.01,22.6,27.0,57.4,129.6,3.14
Loamy,6.3,18.2,29.4,55.3,112.4,3.87
Sandy,7.12,21.1,28.1,67.9,179.8,3.3
Loamy,7.43,21.9,29.4,52.5,88.0,4.21
Sandy,6.77,17.7,31.5,51.2,134.7,3.94
Loamy,7.06,18.0,31.7,59.5,186.2,3.3
Sandy,6.57,13.0,27.6,68.6,161.9,3.64
Clay,6.75,13.7,25.9,71.7,182.7,2.92
Sandy,7.48,23.6,33.2,63.5,160.2,4.35
Sandy,6.38,22.6,30.8,71.0,113.6,3.9
Loamy,5.63,10.2,29.9,50.6,147.7,2.91
Loamy,7.41,23.0,26.4,61.4,188.2,3.21
Loamy,7.09,10.4,29.6,53.3,112.3,3.48
Loamy,6.3,16.9,34.0,64.6,214.8,4.47
Loamy,7.46,11.0,31.4,73.0,108.4,3.91
Loamy,6.19,24.5,26.0,50.2,82.0,2.94
Clay,6.24,24.6,28.7,66.7,188.9,3.2
Sandy,6.72,19.2,35.8,69.8,210.0,2.94
Sandy,6.05,15.9,31.0,68.6,114.5,2.52
Sandy,6.9,17.7,28.2,50.5,101.7,2.45
Clay,5.81,21.4,35.0,54.3,111.4,2.69
Sandy,5.72,13.3,28.7,52.4,167.9,3.8
Clay,6.57,16.6,33.0,52.1,161.1,3.73
Clay,6.61,21.1,26.6,68.3,167.0,3.16
Clay,5.71,15.9,26.7,60.6,81.1,3.55
Sandy,7.43,10.5,31.2,68.1,102.0,3.57
Clay,6.65,17.6,27.6,59.0,114.1,3.68
Sandy,5.8,21.1,25.5,52.9,177.6,3.85
Sandy,6.12,24.7,35.2,68.0,165.2,3.38
Loamy,7.1,10.6,25.6,65.7,167.3,2.83
Loamy,6.55,18.1,32.9,52.8,159.9,1.93
Clay,5.88,16.7,28.7,73.1,184.2,3.4
Clay,5.71,13.6,35.3,57.7,211.8,2.96
Sandy,6.36,19.6,35.8,66.4,174.3,4.1
Clay,6.17,12.5,28.7,50.8,184.3,3.05
Clay,6.81,14.3,31.5,61.1,165.1,2.4
Sandy,7.35,21.7,33.5,74.1,191.7,2.35
Clay,6.0,16.9,26.4,72.2,212.0,3.68
Clay,7.21,24.9,32.8,55.5,164.7,2.63
Sandy,7.34,15.8,35.0,72.0,105.3,2.95
Sandy,7.3,16.9,27.0,57.3,187.8,4.2
Loamy,7.4,14.5,34.2,71.3,171.1,2.79
Sandy,7.18,13.5,26.3,68.2,210.7,4.86
Loamy,6.69,23.8,31.3,58.8,118.1,3.8
Clay,6.32,21.2,28.7,72.8,215.8,2.71
Sandy,6.48,15.0,30.2,62.1,157.3,3.64
Sandy,7.25,20.5,28.3,57.9,215.0,3.15
Sandy,6.1,24.5,27.9,57.0,189.8,4.3
Clay,5.82,11.1,33.2,73.5,201.2,3.2
Loamy,5.78,14.0,27.5,69.0,125.3,3.52
Clay,7.15,13.0,29.5,58.7,110.7,3.26
Clay,7.02,23.0,28.0,56.4,167.4,2.49
Sandy,6.5,12.7,27.6,55.3,132.4,4.31
Loamy,6.05,14.6,31.9,56.1,218.0,3.96
Clay,6.86,18.2,25.5,52.8,149.4,4.3
Sandy,5.58,19.3,33.7,62.1,95.5,2.75
Clay,6.64,22.1,31.0,51.0,149.8,3.64
Clay,6.3,16.1,34.1,50.3,154.9,3.5
Sandy,7.46,18.0,27.3,65.5,80.7,3.37
Sandy,6.52,24.5,32.8,52.2,114.4,2.13
Loamy,6.6,14.5,29.6,71.1,80.2,4.29
Clay,6.92,13.7,25.8,52.7,158.5,4.42
Sandy,6.47,20.7,33.3,63.6,120.9,3.45
Sandy,5.95,21.6,33.4,66.9,104.2,3.06
Loamy,6.57,16.2,28.0,55.7,197.4,3.27
Loamy,7.39,13.2,35.1,72.2,84.2,2.72
Sandy,6.32,21.7,33.4,62.0,176.8,4.16
Loamy,6.86,20.1,28.4,57.9,160.2,2.34
Sandy,7.46,23.1,27.6,72.5,188.0,2.42
Clay,7.16,22.7,29.8,71.5,98.5,3.31
Loamy,6.82,13.1,28.2,67.7,202.0,3.53
Clay,6.97,22.5,27.4,57.3,125.0,3.91
Clay,7.37,12.6,29.4,59.8,81.2,2.96
Clay,7.42,23.0,25.3,67.2,171.9,2.94
Sandy,7.44,21.6,29.4,54.6,200.3,3.6
Clay,6.75,18.5,27.4,62.4,129.5,3.14
Clay,6.27,19.6,27.9,68.4,153.9,3.53
Clay,5.77,11.6,25.9,66.4,137.7,2.07
Sandy,6.27,10.6,31.5,68.0,85.9,3.28
Clay,7.39,15.0,30.2,72.3,185.4,3.1
Clay,7.28,22.3,33.3,74.2,211.8,3.91
Loamy,6.55,17.0,35.9,61.5,138.8,3.77
Sandy,6.57,13.4,26.3,51.5,100.2,3.63
Clay,6.12,22.5,28.0,70.9,150.7,4.04
Loamy,6.41,13.4,32.5,52.9,206.7,2.56
Sandy,6.93,22.2,27.6,55.5,164.8,3.51
Sandy,6.3,16.8,25.3,66.3,109.7,3.8
Sandy,5.88,17.0,26.2,68.6,157.4,2.44
Sandy,6.58,14.1,29.8,67.4,125.8,4.01
Sandy,5.95,23.5,29.7,61.0,83.3,4.06
Sandy,7.45,11.3,35.7,73.0,207.9,2.8
Clay,6.28,12.2,30.1,70.8,191.2,2.41
Clay,7.32,19.5,32.5,66.6,209.4,2.56
Clay,5.95,22.8,30.4,61.0,175.6,3.2
Clay,5.88,11.4,28.0,61.6,143.0,4.14
Loamy,6.73,21.0,26.2,54.4,149.0,3.57
Clay,7.06,21.1,34.4,69.5,108.6,3.79
Sandy,6.63,18.7,26.7,71.6,134.1,2.54
Clay,5.96,17.3,26.1,70.7,102.9,3.6
Clay,5.58,14.8,27.4,63.7,146.3,3.86
Sandy,6.74,15.3,25.0,70.9,170.4,2.96
Clay,5.76,20.1,25.8,69.8,115.9,3.71
Clay,6.19,11.0,32.0,70.8,212.1,2.67
Clay,6.85,18.8,27.7,74.5,170.6,3.28
Loamy,5.7,14.2,28.7,70.3,110.8,2.41
Clay,5.75,17.0,34.2,56.8,103.4,3.12
Sandy,5.62,18.4,33.5,70.5,103.8,2.67
Sandy,7.49,23.3,30.4,59.4,216.3,3.61
Clay,6.27,18.7,31.7,62.9,113.1,3.96
Clay,7.31,13.4,25.9,69.9,103.6,2.86
Clay,6.09,11.2,33.4,57.9,103.0,3.34
Sandy,7.01,19.4,30.7,50.7,128.2,3.07
Sandy,5.94,18.2,31.3,68.0,166.1,3.63
Loamy,6.5,20.1,32.3,72.6,91.1,2.81
Loamy,7.15,16.9,30.5,73.2,102.3,3.93
Loamy,7.13,22.4,30.7,70.0,216.7,2.4
Sandy,7.09,23.8,30.5,73.4,166.5,3.96
Loamy,7.15,10.6,30.5,70.5,99.6,2.97
Clay,5.92,21.2,33.3,50.8,157.0,2.59
Clay,6.46,10.5,29.7,58.7,113.7,2.78
Sandy,6.47,16.7,25.0,58.4,216.3,3.96
Loamy,7.28,16.9,31.7,55.5,134.4,2.65
Clay,6.09,20.4,35.5,69.9,99.9,4.12
Sandy,7.36,15.3,27.8,63.0,165.8,4.41
Loamy,6.4,22.3,34.0,70.9,99.2,2.92
Clay,6.84,15.1,30.0,65.0,152.5,4.39
Loamy,6.04,15.1,32.1,64.8,199.3,3.88
Sandy,6.32,13.3,34.8,59.6,128.4,2.68
Loamy,6.92,20.3,33.5,69.7,146.8,2.64
Sandy,6.53,11.1,34.7,67.1,95.2,4.12
Loamy,7.36,15.4,25.1,58.5,170.5,3.9
Clay,6.97,14.0,27.1,74.8,95.7,4.48
Sandy,6.63,13.4,29.7,61.6,125.8,4.36
Sandy,7.27,10.9,34.3,57.9,197.8,3.0
Sandy,6.83,12.9,34.2,67.2,101.0,2.85
Loamy,6.79,16.7,27.0,55.6,197.6,3.43
Loamy,5.99,17.6,26.6,70.8,168.3,4.65
Clay,6.29,14.0,34.2,67.0,99.7,2.44
Sandy,6.87,19.8,31.0,71.8,103.6,4.17
Sandy,7.28,15.0,31.9,58.2,172.8,2.96
Loamy,6.13,15.5,33.9,71.4,182.1,2.61
Loamy,5.93,21.7,27.3,62.5,171.8,3.25
Clay,6.69,18.3,26.5,51.5,180.0,4.09
Clay,5.63,24.3,34.4,54.9,130.6,2.81
Loamy,6.93,15.4,26.2,55.4,80.2,2.82
Sandy,6.91,22.4,26.0,69.2,154.0,2.51
Clay,6.21,21.1,28.0,55.1,163.2,4.55
Loamy,7.29,23.4,28.5,64.0,176.3,2.99
Loamy,6.5,24.4,27.7,66.3,112.4,3.73
Sandy,6.79,10.1,33.2,69.3,103.8,2.42
Loamy,5.92,11.3,35.7,69.6,196.2,3.71
Loamy,6.33,20.1,27.2,67.9,197.8,3.92
Clay,7.22,15.9,33.6,55.3,218.3,4.13
Loamy,5.93,22.3,25.5,63.6,127.6,2.73
Loamy,6.28,10.2,26.3,57.3,88.3,2.17
Clay,6.14,22.1,30.7,69.4,146.6,4.84
Sandy,5.8,12.0,36.0,68.7,147.2,2.94
Sandy,6.08,14.4,35.4,55.7,85.1,2.56
Clay,5.97,24.5,26.2,66.0,160.5,4.81
Clay,7.35,10.8,27.6,51.5,116.5,3.28
Sandy,6.98,15.2,35.4,69.2,96.7,2.53
Sandy,6.13,11.3,26.7,69.5,164.7,4.64
Sandy,7.03,22.8,33.2,58.7,119.5,3.1
Sandy,5.54,20.5,25.0,70.2,158.6,2.76
Sandy,6.55,22.0,31.9,71.5,82.1,3.23
Clay,6.0,17.9,30.4,54.8,131.3,3.97
Loamy,5.73,15.4,30.2,58.8,201.2,3.84
Sandy,7.27,10.0,34.1,56.5,171.0,3.32
Sandy,5.9,14.2,25.9,59.4,201.5,2.81
Loamy,7.14,17.7,29.2,61.2,183.7,3.0
Loamy,6.33,20.0,29.9,62.7,180.8,2.09
Loamy,5.53,13.4,26.4,50.9,201.8,3.48
Loamy,6.97,12.1,25.9,51.4,82.7,3.14
Loamy,6.69,13.0,27.0,66.4,138.8,2.31
Loamy,6.19,15.3,27.7,61.1,214.5,2.51
Clay,6.06,12.2,35.6,52.2,104.8,3.9
Loamy,5.65,12.4,30.2,59.7,171.5,3.7
Loamy,7.38,10.7,30.6,61.9,190.6,3.49
Clay,6.49,22.9,32.8,65.9,210.7,2.85
Loamy,5.67,13.3,32.5,53.0,202.1,3.33
Sandy,7.24,22.3,30.5,74.9,174.7,3.71
Sandy,6.06,16.6,28.7,61.9,179.6,2.64
Loamy,5.91,19.5,28.6,67.0,128.0,4.33
Clay,6.06,11.1,25.6,72.7,111.4,4.31
Sandy,6.63,18.8,34.9,50.8,214.2,3.07
Clay,5.65,14.3,33.5,65.0,216.6,2.24
Sandy,6.46,11.4,31.9,63.5,139.4,3.84
Loamy,7.29,23.6,29.4,51.4,137.5,3.18
Clay,5.88,19.1,31.4,67.3,143.2,3.68
Clay,6.16,13.6,30.3,55.5,144.6,4.41
Clay,6.29,16.3,28.0,67.5,197.9,3.2
Sandy,6.67,15.4,28.3,59.1,140.3,2.87
Sandy,7.34,20.5,34.6,69.3,203.5,3.44
Sandy,6.29,19.1,32.0,73.5,177.3,3.58
Loamy,5.64,10.3,25.0,71.5,215.2,3.89
Sandy,6.2,13.0,28.6,62.1,174.4,3.75
Loamy,5.88,17.2,28.7,55.6,137.7,3.44
Clay,6.8,16.7,32.8,74.8,208.5,2.28
Clay,5.56,17.8,32.7,66.5,112.2,4.73
Loamy,6.08,20.7,30.1,59.9,215.1,3.41
Sandy,6.59,20.2,35.5,62.0,86.1,3.21
Loamy,6.05,15.6,34.6,53.2,169.7,3.81
Clay,6.6,23.2,34.5,62.6,82.6,3.73
Clay,5.73,10.9,28.8,54.3,108.6,3.96
Loamy,7.39,18.8,29.7,59.1,145.0,4.4
Sandy,6.08,24.2,29.6,62.3,102.2,2.9
Sandy,7.35,18.2,29.8,73.7,218.4,3.43
Loamy,6.15,16.8,34.8,65.6,188.2,3.07
Loamy,7.06,12.0,27.7,59.3,199.1,3.38
Sandy,5.99,22.2,33.8,52.8,217.1,2.98
Clay,6.84,15.6,30.7,68.7,174.5,3.34
Loamy,6.15,20.5,27.7,61.7,117.3,4.03
Sandy,6.52,13.0,30.8,51.7,186.0,3.88
Sandy,6.85,10.6,27.1,66.4,161.8,3.31
Clay,6.68,14.6,26.2,58.8,117.4,4.37
Clay,6.65,14.2,34.2,60.1,131.4,4.05
Clay,5.63,23.1,32.7,71.0,165.1,2.91
Clay,6.0,23.0,27.3,53.4,135.4,2.67
Clay,6.64,18.0,35.4,58.5,112.9,3.64
Loamy,5.54,10.3,25.3,59.1,140.2,3.64
Sandy,6.0,13.4,28.7,50.1,112.7,4.21
Loamy,5.96,19.6,25.2,71.1,202.5,2.54
Loamy,6.0,11.5,26.6,70.9,177.2,2.91
Loamy,6.57,20.5,27.0,66.5,132.7,3.05
Loamy,6.66,10.2,33.9,72.5,212.4,3.44
Loamy,7.32,20.2,35.9,56.8,134.5,2.71
Clay,6.27,22.7,34.5,55.5,160.4,2.99
Clay,7.35,17.0,32.0,51.7,151.7,3.18
Sandy,6.8,22.4,33.0,64.8,97.1,3.28
Loamy,7.33,21.7,30.8,62.4,139.3,3.93
Sandy,7.17,20.1,29.6,70.3,90.9,2.86
Clay,6.88,16.7,32.6,62.0,103.9,3.42
Clay,6.21,14.1,35.7,55.1,190.3,2.48
Clay,5.98,22.9,25.3,70.2,122.4,2.05
Loamy,5.94,19.7,28.5,61.4,92.5,2.75
Loamy,7.4,22.0,28.6,73.9,180.7,2.28
Clay,7.42,18.3,29.6,63.4,192.3,3.4
Sandy,6.95,12.6,31.9,52.9,160.9,3.58
Sandy,7.27,24.7,30.7,71.3,208.2,3.63
Clay,7.34,12.7,25.2,72.0,198.9,3.54
Sandy,6.52,23.7,29.5,61.1,157.4,2.53
Clay,6.76,13.1,31.8,50.6,183.2,4.27
Sandy,6.34,15.6,30.6,50.7,126.1,2.49
Clay,6.34,16.6,34.6,58.8,169.1,2.48
Sandy,5.58,23.8,29.4,67.9,216.8,3.73
Loamy,6.37,23.3,25.1,58.3,192.0,3.5
Clay,6.85,22.3,28.1,50.2,132.4,2.81
Clay,6.34,15.7,26.5,71.2,210.5,3.5
Sandy,7.24,10.1,27.8,74.2,195.5,4.18
Clay,6.17,20.2,29.0,58.7,85.2,3.15
Clay,5.77,16.2,32.4,51.8,184.4,3.34
Clay,7.12,21.4,28.6,57.3,216.7,4.15
Loamy,6.85,21.9,34.7,70.0,124.5,4.16
Loamy,5.98,16.6,28.3,63.6,118.5,4.37
Sandy,6.57,21.2,26.5,59.6,169.6,3.04
Loamy,6.3,22.6,26.9,58.4,95.4,3.15
Sandy,7.38,23.9,35.3,52.9,174.5,3.11
Loamy,6.71,18.7,30.0,58.5,111.7,3.34
Sandy,5.82,21.7,29.4,61.8,143.2,3.78
Loamy,6.5,17.4,25.8,66.8,204.9,4.32
Loamy,7.23,10.6,33.1,56.6,191.6,2.57
Sandy,6.84,12.3,32.6,72.4,95.1,3.45
Clay,7.18,11.9,29.1,62.1,186.6,4.26
Clay,6.0,12.6,32.6,60.1,137.6,2.26
Loamy,7.28,10.2,29.0,64.8,219.2,4.2
Sandy,7.01,22.9,25.8,54.2,122.0,2.15
Clay,6.96,18.4,33.1,52.7,145.9,4.89
Sandy,6.19,15.7,35.6,58.7,127.8,3.96
Clay,7.28,16.1,32.1,51.0,162.1,3.56
Sandy,6.78,17.0,28.0,59.4,117.2,3.13
Loamy,7.2,11.1,28.0,66.8,207.8,4.06
Sandy,6.22,14.1,35.2,70.3,166.4,2.16
Clay,5.79,22.8,28.3,64.5,212.0,2.34
Loamy,6.16,21.2,33.5,67.3,175.3,3.56
Sandy,6.41,18.5,32.1,70.8,106.0,3.54
Clay,6.57,17.2,31.5,69.3,82.2,4.22
Loamy,6.52,13.9,27.0,58.0,137.1,3.4
Sandy,6.59,17.1,25.4,64.3,219.1,3.34
Clay,7.18,19.0,30.4,56.6,202.8,3.16
Sandy,5.84,20.7,35.9,64.4,198.6,4.27
Sandy,6.13,12.5,27.2,60.7,159.6,3.73
Loamy,7.28,22.2,30.9,59.3,93.3,4.4
Loamy,6.62,15.2,32.4,54.6,82.1,3.92
Clay,6.67,17.5,30.3,64.0,197.4,2.4
Loamy,6.46,19.1,30.6,68.2,104.8,4.26
Clay,6.6,17.3,32.3,64.3,90.7,3.61
Sandy,5.9,18.6,34.0,51.7,179.4,4.09
Sandy,6.59,11.7,28.7,73.1,80.2,4.27
Clay,7.49,16.5,34.9,50.1,183.7,2.86
Sandy,6.63,14.2,30.3,72.1,106.9,3.48
Loamy,5.59,11.3,32.3,69.2,125.0,3.7
Sandy,7.09,12.9,26.2,52.4,104.0,3.9
Loamy,6.29,19.0,30.4,55.9,188.8,3.53
Clay,5.81,13.0,25.2,58.7,147.9,3.87
Clay,7.23,12.7,29.3,72.8,103.2,4.49
Sandy,5.9,18.3,25.6,74.5,85.4,4.1
Sandy,7.34,23.6,34.9,52.2,218.1,4.05
Loamy,6.38,21.8,32.4,59.9,180.0,3.4
Loamy,6.99,23.6,33.7,53.7,175.2,2.16
Sandy,6.59,18.7,30.1,57.0,150.4,3.88
Sandy,6.01,16.1,34.4,74.5,140.9,3.38
Clay,6.84,20.9,34.6,74.6,191.4,2.73
Clay,7.42,13.9,28.9,61.8,195.7,4.74
Clay,7.04,11.2,29.1,54.6,88.6,3.68
Sandy,6.71,15.2,30.6,63.7,200.3,2.71
Sandy,7.48,14.5,25.5,58.0,186.6,2.31
Sandy,6.03,20.1,36.0,73.2,148.1,4.3
Clay,5.62,18.3,29.0,70.5,146.7,4.95
Sandy,5.56,12.1,30.2,57.7,196.9,3.16
Loamy,6.92,23.6,33.3,50.5,191.1,3.34
Sandy,7.16,18.9,28.3,75.0,99.4,3.52
Sandy,6.77,16.9,27.2,67.1,156.9,4.15
Sandy,7.31,24.1,26.4,60.6,215.7,3.23
Sandy,6.9,11.5,30.8,57.2,183.0,3.43
Sandy,6.24,21.8,25.1,50.1,216.2,3.53
Loamy,5.86,15.5,32.8,53.8,188.6,3.43
Loamy,7.35,20.4,30.1,50.1,153.5,3.78
Sandy,5.71,24.0,30.9,64.9,164.7,3.25
Clay,6.59,17.8,27.9,66.6,179.3,3.08
Sandy,6.13,10.3,27.0,69.2,182.0,2.39
Sandy,6.04,10.4,32.7,54.7,184.7,3.93
Sandy,6.79,15.0,27.3,52.4,210.2,2.93
Clay,5.96,21.7,33.6,66.3,123.3,4.48
Clay,7.33,14.3,27.2,62.5,196.1,2.97
Clay,6.31,15.0,31.7,71.9,159.8,2.32
Loamy,6.85,21.8,32.1,63.3,203.9,3.16
Clay,6.96,11.7,30.6,61.1,168.4,3.37
Loamy,6.87,22.7,36.0,62.2,210.9,3.75
Loamy,7.31,14.0,29.1,69.6,139.4,3.4
Clay,5.96,10.8,34.7,50.5,93.9,3.79
Clay,5.67,11.8,26.9,73.0,170.3,3.38
Clay,5.61,24.3,28.7,67.9,188.4,4.08
Loamy,7.26,16.8,26.6,72.1,176.8,2.35
Sandy,7.45,13.8,31.6,74.0,181.5,2.42
Clay,6.11,17.8,32.0,55.7,84.0,3.49
Clay,6.89,20.2,30.0,64.5,215.1,2.96
Clay,5.52,14.8,32.9,62.2,117.0,4.36
Loamy,5.88,20.9,34.5,63.4,137.9,2.89
Loamy,6.88,13.8,33.5,51.2,138.6,4.24
Sandy,5.63,11.7,27.7,72.8,206.9,3.42
Clay,6.44,18.2,28.5,73.9,184.1,3.0
Loamy,6.83,12.3,29.2,67.1,166.8,2.57
Sandy,7.03,24.1,27.2,56.5,96.8,3.21
Clay,6.41,10.0,29.0,69.7,125.3,3.59
